,album,artist,date,genre,label,score
16079,All Hands,Doomtree,January 27 2015,Rap,Doomtree,7.1
16080,Slurrup,Liam Hayes,January 20 2015,Rock,Fat Possum,7.3
16081,Lawd Forgive Me,MCFERRDOG,January 20 2015,Electronic,1080p,7.6
16082,Girls in Peacetime Want to Dance,Belle and Sebastian,January 21 2015,Rock,Matador,6.6
16083,Season,Leather Corduroys,January 20 2015,Rap,Self-released,6.8
16084,Uptown Special,Mark Ronson,January 21 2015,Pop/R&B,Sony,6.0
16085,Lost Weekend,Erase Errata,January 21 2015,Rock,Under the Sun,7.6
16086,Where in Our Woods,Elephant Micah,January 21 2015,Folk/Country,Western Vinyl,7.6
16087,Further Out,Cloakroom,January 21 2015,Rock,Run for Cover,7.7
16088,Viet Cong,Viet Cong,January 22 2015,Rock,"Jagjaguwar,Flemish Eye",8.5
16089,Tetsuo & Youth,Lupe Fiasco,January 22 2015,Rap,"Atlantic,1st and 15th",7.2
16090,Final Fantasy,Young L,January 22 2015,Rap,Self-released,6.9
16091,"G Stands for Go-Betweens: Volume 1, 1978-1984",The Go-Betweens,January 22 2015,Pop/R&B,Domino,8.2
16092,Runners in the Nerved World,The Sidekicks,January 22 2015,Rock,Epitaph,7.4
16093,Vulnicura,Björk,January 23 2015,"Electronic,Pop/R&B",One Little Indian,8.6
16094,The King of Anxiety EP,Petite Noir,January 23 2015,Pop/R&B,Domino,8.2
16095,The Planet EP,Young Ejecta,January 23 2015,Pop/R&B,Driftless,6.5
16096,Phantom Delia EP,Lena Willikens,January 23 2015,Electronic,Cómeme,7.6
16097,Ratworld,Menace Beach,January 23 2015,Rock,Memphis Industries,7.1
16098,Box Set,William Onyeabor,December 12 2014,Global,Luaka Bop,9.0
16099,"The Rise & Fall of Paramount Records, Volume Two (1928-1932)",,December 12 2014,,"Revenant,Third Man",8.8
16100,The Pinkprint,Nicki Minaj,December 16 2014,Rap,"Cash Money,Republic,Young Money Entertainment",7.5
16101,Disconnected Words Connect the Worlds,Canooooopy,December 12 2014,Electronic,Virgin Babylon,6.9
16102,Black Messiah,"D’Angelo,The Vanguard",December 19 2014,Pop/R&B,RCA,9.4
16103,Panda Bear Meets the Grim Reaper,Panda Bear,January 12 2015,Electronic,Domino,8.7
16104,Nobody,Chief Keef,January 12 2015,Rap,Self-released,7.0
16105,Inherent Vice OST,,January 12 2015,,Nonesuch,7.3
16106,Luca Brasi 2,Kevin Gates,January 13 2015,Rap,"Atlantic,Bread Winners' Association",7.2
16107,Breaking EP,Niia x The Range,January 12 2015,Electronic,Something Local,6.2
16108,Brian Chippendale & Greg Saunier,"Brian Chippendale,Greg Saunier",January 12 2015,Rock,"Death By Audio,Famous Class",7.5
16109,Remixes Made With Tennis Data,James Murphy,January 14 2015,Electronic,IBM,6.9
16110,Meditation,Atelje,January 14 2015,Electronic,Vinyl Export,7.5
16111,Fashion Week,Death Grips,January 13 2015,"Experimental,Rap",Self-released,6.6
16112,Clouds,Gaussian Curve,January 14 2015,Electronic,Music From Memory,7.8
16113,Ghost Culture,Ghost Culture,January 13 2015,Electronic,Phantasy,7.1
16114,Preacher's Son,Tut,January 14 2015,Rap,Self-released,7.3
16115,Dreams and Images,Arthur,January 14 2015,Rock,"Light in the Attic,Light in the Attic",7.5
16116,"Mr. Face EP,Live in San Francisco","Ty Segall,Ty Segall Band",January 15 2015,Rock,"Famous Class,Castle Face","6.8,7.9"
16117,SremmLife,Rae Sremmurd,January 16 2015,Rap,"Interscope,Ear Drummer",7.8
16118,Unmoored by the Wind,Itasca,January 15 2015,Folk/Country,New Images,7.4
16119,Sunset Mountain,Geotic,January 15 2015,Electronic,Self-released,6.4
16120,Money Train,Mike Jones,January 15 2015,Rap,Self-released,6.8
16121,There's a Star Above the Manger Tonight,Red Red Meat,January 15 2015,Rock,"Jealous Butcher,Jealous Butcher",8.0
16122,Blackheart,DAWN,January 16 2015,Pop/R&B,Our Dawn Entertainment,8.0
16123,Ransom,Mike WiLL Made-It,January 16 2015,Rap,Ear Drummer,6.7
16124,The Dead of the World,Ascension,January 16 2015,,Season of Mist,7.0
16125,Cosmic Vibrations,Secret Circuit,January 16 2015,Pop/R&B,Emotional Response,7.4
16126,"What a Terrible World, What a Beautiful World",The Decemberists,January 19 2015,Rock,Capitol,5.6
16127,Sorry 4 the Weight,Chief Keef,February 27 2015,Rap,Self-released,7.1
16128,Music For Amplified Keyboard Instruments,David Borden,March 3 2015,Experimental,"Spectrum Spools,Spectrum Spools",8.0
16129,Metalepsis,Eartheater,March 5 2015,Experimental,Hausu Mountain,7.5
16130,True Romance,Estelle,March 3 2015,Rock,"BMG,1980 Records",6.9
16131,Live at Third Man Records,Parquet Courts,February 27 2015,Rock,Third Man,7.5
16132,"Shades of a Blue Orphanage,Vagabonds of the Western World","Thin Lizzy,Thin Lizzy",March 3 2015,Rock,"Light in the Attic,Light in the Attic,Light in the Attic,Light in the Attic","6.3,7.0"
16133,SOL,Eskmo,March 10 2015,Electronic,Apollo,6.4
16134,Strangers to Ourselves,Modest Mouse,March 17 2015,Rock,Epic,6.4
16135,Ripe 4 Luv,Young Guv,March 10 2015,Rock,Slumberland,7.5
16136,Soft Control,Laura Welsh,March 17 2015,Pop/R&B,Island,6.3
16137,Year Book 2005-2014,Ryuichi Sakamoto,March 17 2015,Electronic,Commmons,7.8
16138,Alkali,Rahel,March 17 2015,Pop/R&B,Self-released,6.8
16139,Claustrophobia,Scuba,March 26 2015,Electronic,Hotflush,8.1
16140,It Was Triumph We Once Proposed…Songs of Jason Molina,Glen Hansard,March 17 2015,Rock,Overcoat,7.3
16141,Where Evil Dwells,Ranger,March 12 2015,Metal,Spinefarm,7.3
16142,Nasty Witch Rock,Anasazi,March 26 2015,Metal,Toxic State,6.5
16143,Dark Energy,Jlin,April 2 2015,Electronic,Planet Mu,8.5
16144,New York Before the War,Jesse Malin,March 26 2015,Rock,"One Little Indian,Velvet Elk",6.7
16145,III,Föllakzoid,March 30 2015,Rock,Sacred Bones,6.5
16146,Kintsugi,Death Cab for Cutie,April 2 2015,Rock,Atlantic,5.5
16147,Dark Red,Shlohmo,April 7 2015,Electronic,"True Panther,Wedidit",5.9
16148,Lustmore,Lapalux,April 6 2015,Electronic,Brainfeeder,5.9
16149,loloU,"Rome Fortune,CEEJ",April 13 2015,Rap,Self-released,6.2
16150,American Wrestlers,American Wrestlers,April 6 2015,Rock,Fat Possum,6.9
16151,What For?,Toro y Moi,April 7 2015,Electronic,Carpark,6.6
16152,This World Is Not Enough,Marching Church,April 6 2015,Rock,Sacred Bones,5.6
16153,Sintetizzatrice,Anna Caragnano & Donato Dozzy,April 8 2015,,Spectrum Spools,7.2
16154,The Best of the Best Show,Scharpling & Wurster,April 10 2015,Folk/Country,Numero Group,8.8
16155,All Are Saved,Fred Thomas,April 9 2015,Rock,Polyvinyl,8.0
16156,White Men Are Black Men Too,Young Fathers,April 9 2015,Rap,Big Dada,6.8
16157,Pilot Talk III,Curren$y,April 10 2015,Rap,Jet Life,7.9
16158,The Air Conditioned Nightmare,Doldrums,April 9 2015,Rock,Sub Pop,5.4
16159,No Pier Pressure,Brian Wilson,April 9 2015,Rock,Capitol,5.6
16160,Glitterbug,The Wombats,April 9 2015,Rock,Bright Antenna,5.7
16161,Solo,Nils Frahm,April 10 2015,Electronic,Erased Tapes,7.3
16162,Suuns and Jerusalem in My Heart,Suuns and Jerusalem in My Heart,April 10 2015,,Secretly Canadian,7.2
16163,Culture of Volume,East India Youth,April 10 2015,Electronic,XL,5.7
16164,Drink More Water 5,iLoveMakonnen,April 13 2015,Rap,Self-released,6.7
16165,Darling Arithmetic,Villagers,April 13 2015,Rock,Domino,7.0
16166,In Remembrance,Delia Gonzalez,April 14 2015,Electronic,DFA,6.3
16167,Non-Believers,Mac McCaughan,April 13 2015,Rock,Merge,7.5
16168,Know America,Obnox,April 13 2015,Rock,Ever/Never,7.9
16169,Cool It,Sam Cohen,April 14 2015,Rock,Easy Sound,6.1
16170,Crown EP,The-Dream,April 14 2015,Pop/R&B,Def Jam,6.4
16171,Bad Moon Rising,Sonic Youth,April 15 2015,Rock,"Goofin',Goofin'",8.1
16172,New Glow,Matt & Kim,April 14 2015,Rock,Harvest,4.6
16173,Zoy Zoy,Tal National,April 14 2015,Rock,Fat Cat,7.2
16174,Sympathy,GABI,April 7 2015,Experimental,Software,8.0
16175,Lucid Dreaming,Say Lou Lou,April 7 2015,Rock,á Deux,5.8
16176,"Batu Malablab: Suite for Prepared Piano, Flute and Electronics",M.C. Schmidt,April 15 2015,Experimental,"Megaphone,Knock 'Em Dead",7.8
16177,Ivy Tripp,Waxahatchee,April 8 2015,Rock,"Merge,Wichita",8.1
16178,Captain of None,Colleen,April 7 2015,Electronic,Thrill Jockey,7.6
16179,The Past We Leave Behind,Pale Blue,April 15 2015,Electronic,"Captured Tracks,2MR",6.9
16180,Super Saiyan Vol. 2,Sicko Mobb,April 8 2015,Rap,Self-released,7.9
16181,Crooked Doors,Royal Thunder,April 8 2015,Rock,Relapse,5.9
16182,Adventure,Madeon,March 30 2015,Electronic,Columbia,7.8
16183,Wrought,Broken Water,April 8 2015,Rock,Night People,7.5
16184,Insides,Fort Romeau,March 31 2015,Electronic,Ghostly,7.5
16185,Jenny Death,Death Grips,March 31 2015,"Experimental,Rap",Harvest,8.1
16186,Rave Cave EP,Andrew Hung,March 31 2015,Electronic,Self-released,7.0
16187,Deep Hits,Tufthunter,March 31 2015,Rock,Self-released,6.9
16188,Phase IV OST,,March 31 2015,,Waxwork,7.4
16189,"Asunder, Sweet and Other Distress",Godspeed You! Black Emperor,April 1 2015,"Rock,Experimental",Constellation,7.6
16190,"The Past, the Present, the Future",Jodeci,April 1 2015,Pop/R&B,Epic,7.0
16191,Sonnet,Benoît Pioulard,April 1 2015,Electronic,Kranky,7.2
16192,Cosmic Troubles,Faith Healer,April 1 2015,Rock,Mint,7.4
16193,It Follows OST,Disasterpeace,April 1 2015,Experimental,Milan,7.3
16194,The Album About Nothing,Wale,April 2 2015,Rap,"Atlantic,Maybach",5.4
16195,Director,Yonatan Gat,April 2 2015,Rock,Joyful Noise,7.0
16196,The Iron Way,T-Pain,April 2 2015,Rap,Self-released,6.1
16197,Escape From Evil,Lower Dens,April 3 2015,Rock,Ribbon Music,8.3
16198,Deeper,The Soft Moon,April 3 2015,Rock,Captured Tracks,7.8
16199,Beat the Champ,The Mountain Goats,April 6 2015,Rock,Merge,6.6
16200,Living Daylight,Michael Rault,April 3 2015,Rock,Burger,7.3
16201,"Next Stop Soweto Vol. 4: Zulu Rock, Afro-Disco & Mbaqanga 1975-1985",,April 6 2015,,Strut,8.3
16202,Ludaversal,Ludacris,April 3 2015,Rap,"EMI,Def Jam",5.3
16203,This Is the Sonics,The Sonics,April 3 2015,Rock,Revox,7.5
16204,700 Fill EP,Ratking,March 27 2015,Rap,Self-released,7.2
16205,56 Nights,Future,March 27 2015,Rap,,7.3
16206,Chambers,Chilly Gonzales,March 26 2015,Pop/R&B,Gentle Threat,6.2
16207,Flame Rave EP,Clark,March 27 2015,Electronic,Warp,6.9
16208,Carrie & Lowell,Sufjan Stevens,March 30 2015,Folk/Country,Asthmatic Kitty,9.3
16209,Short Movie,Laura Marling,March 27 2015,Folk/Country,"Ribbon Music,Virgin EMI",7.4
16210,Waiting,Thursday,March 27 2015,Rock,"Eyeball,Collect,Eyeball,Collect",6.5
16211,The Day Is My Enemy,The Prodigy,March 30 2015,Electronic,"Cooking Vinyl,Take Me to the Hospital",6.0
16212,Primrose Green,Ryley Walker,March 30 2015,Folk/Country,Dead Oceans,6.2
16213,How I (Rhythm Love Affair) EP,Mo Kolours,March 12 2015,Rap,One Handed,5.8
16214,Heterocetera EP,Lotic,March 13 2015,Electronic,Tri Angle,8.0
16215,Seth Avett & Jessica Lea Mayfield Sing Elliott Smith,"Jessica Lea Mayfield,Seth Avett",March 13 2015,Rock,Ramseur,5.4
16216,Stackin' N Mackin' Vol. 2,White Gzus,March 13 2015,Rap,Self-released,7.3
16217,Rebel Heart,Madonna,March 13 2015,Pop/R&B,"Interscope,Live Nation",5.1
16218,In Times,Enslaved,March 13 2015,Metal,Nuclear Blast,6.2
16219,Goon,Tobias Jesso Jr.,March 16 2015,Rock,True Panther,8.5
16220,Kailash,"Popol Vuh,Florian Fricke",March 16 2015,Electronic,Soul Jazz,7.3
16221,"I Don't Like Shit, I Don't Go Outside",Earl Sweatshirt,March 24 2015,Rap,"Columbia,Tan Cressida",8.0
16222,Freedom Tower-No Wave Dance Party 2015,The Jon Spencer Blues Explosion,March 24 2015,Rock,Mom & Pop,7.0
16223,B4FRVR,Two-9,March 16 2015,Rap,Ear Drummer,6.5
16224,Setter of Unseen Snares,Caïna,March 16 2015,Metal,Broken Limbs,7.8
16225,The Silence,The Silence,March 23 2015,Rock,Drag City,7.5
16226,A Northern Meadow,Pyramids,March 16 2015,Experimental,Profound Lore,8.0
16227,I Am All Your Own,Ilyas Ahmed,March 24 2015,Folk/Country,Immune,7.7
16228,Era of Manifestations,People of the North,March 24 2015,Rock,Thrill Jockey,7.8
16229,Mr. Wonderful,Action Bronson,March 25 2015,Rap,"Atlantic,Vice",6.3
16230,Dream a Garden,Jam City,March 25 2015,Electronic,Night Slugs,6.5
16231,Who's Gonna Get Fucked First?,Father,March 25 2015,Rap,Awful,7.7
16232,Summer in Pain,Jimmy Whispers,March 24 2015,Rock,"Moniker,Field Mates",6.4
16233,Time to Go Home,Chastity Belt,March 25 2015,Rock,Hardly Art,7.6
16234,The Ark Work,Liturgy,March 26 2015,Metal,Thrill Jockey,6.4
16235,For All My Sisters,The Cribs,March 25 2015,Rock,"Arts & Crafts,RED Music Solutions",6.7
16236,No News from Home,Houndstooth,March 18 2015,Rock,No Quarter,6.9
16237,Fantasy Empire,Lightning Bolt,March 18 2015,Rock,Thrill Jockey,8.0
16238,Trap Genius,Tree,March 18 2015,Rap,Self-released,7.1
16239,Pill EP,Pill,March 18 2015,Rock,Dull Tools,7.4
16240,A Readymade Ceremony,Félicia Atkinson,March 18 2015,Experimental,Shelter Press,7.7
16241,Maze of Woods,Inventions,March 19 2015,Rock,Temporary Residence,7.6
16242,To Pimp a Butterfly,Kendrick Lamar,March 19 2015,Rap,"Interscope,Aftermath,Top Dawg",9.3
16243,Amethyst,Tinashe,March 20 2015,Pop/R&B,Self-released,7.1
16244,Golem,Wand,March 19 2015,Rock,In the Red,7.0
16245,Maxo 187,Maxo Kream,March 19 2015,Rap,TSO,6.6
16246,Palmbomen II,Palmbomen II,March 19 2015,Electronic,Beats in Space,7.3
16247,Eclipse,Twin Shadow,March 20 2015,Rock,Warner Bros.,4.9
16248,It's Decided,Andy Kim,March 20 2015,Pop/R&B,Arts & Crafts,5.9
16249,It Never Goes Out,The Hotelier,March 20 2015,Rock,"Tiny Engines,Tiny Engines",7.7
16250,Reminisce,Etiquette,March 20 2015,Rock,Hand Drawn Dracula,6.7
16251,Complete Strangers,Vetiver,March 23 2015,Rock,Easy Sound,4.9
16252,"Sometimes I Sit and Think, and Sometimes I Just Sit",Courtney Barnett,March 23 2015,Rock,"Mom & Pop,Marathon Artists,Milk!",8.6
16253,Love & Torture,Stone Jack Jones,March 23 2015,Rock,Western Vinyl,6.8
16254,The Scene Between,The Go! Team,March 23 2015,Rock,Memphis Industries,7.2
16255,The Offer,Yowler,March 10 2015,Rock,Double Double Whammy,8.0
16256,Pearson Sound,Pearson Sound,March 11 2015,Electronic,Hessle,8.1
16257,Mysteries,Black Cilice,March 10 2015,Metal,Iron Bonehead,8.0
16258,"Original Soundtrack from Season 1 of ""Empire""",,March 12 2015,,Columbia,6.5
16259,Eat Pray Thug,Heems,March 11 2015,Rap,Megaforce,6.3
16260,Wasted on the Dream,JEFF the Brotherhood,March 11 2015,Rock,Infinity Cat,5.2
16261,If I Kill This Thing We're All Going to Eat for a Week,Lieutenant,March 12 2015,,Dine Alone,5.8
16262,Fast-Moving Clouds,Sarah Bethe Nelson,March 11 2015,Folk/Country,Burger,7.4
16263,Late Night Tales,Jon Hopkins,March 11 2015,Electronic,Late Night Tales,7.5
16264,Sallows,ANAMAI,March 12 2015,Experimental,Buzz,7.1
16265,Seasonal Hire,"Black Twig Pickers,Steve Gunn",February 25 2015,Folk/Country,Thrill Jockey,7.4
16266,Over Easy EP,Diet Cig,February 24 2015,Rock,Father/Daughter,6.1
16267,Dark Sky Paradise,Big Sean,February 25 2015,Rap,"Def Jam,GOOD",7.1
16268,I Want to Grow Up,Colleen Green,February 24 2015,Rock,Hardly Art,7.4
16269,Joey,Tica Douglas,February 25 2015,Rock,Swell,7.0
16270,EarthEE,THEESatisfaction,February 25 2015,Rock,Sub Pop,6.8
16271,Terraplane,Steve Earle & the Dukes,February 25 2015,Folk/Country,New West,6.3
16272,Future Brown,Future Brown,February 26 2015,Electronic,Warp,6.5
16273,Dena Tape 2,Hodgy,February 26 2015,Rap,Odd Future,5.7
16274,The Cliff EP,Pelican,February 26 2015,Metal,Southern Lord,6.7
16275,What Happens Next,Gang of Four,February 26 2015,Rock,"Metropolis,Membran",5.3
16276,Citizen Zombie,The Pop Group,February 26 2015,Rock,Freaks R Us,2.4
16277,Policy,Will Butler,March 6 2015,Rock,Merge,6.6
16278,"Melbourne, Florida",Dick Diver,March 6 2015,Rock,"Chapter,Trouble in Mind",7.8
16279,Ultra-High Frequencies: The Chicago Party,,March 6 2015,,Numero Group,7.5
16280,Perfect Abandon,Tom Brosseau,March 6 2015,Folk/Country,"Tin Angel,Crossbill",7.0
16281,Fresh Blood,Matthew E. White,March 9 2015,Rock,Domino,6.7
16282,The Door Behind the Door,The Black Ryder,March 6 2015,Rock,The Anti-Machine Machine,6.0
16283,Behold,"Oren Ambarchi,Jim O’Rourke",March 9 2015,Experimental,Editions Mego,7.6
16284,Out of the Garden,Crypt Sermon,March 9 2015,Metal,Dark Descent,7.5
16285,15 EP,OG Maco,March 9 2015,Rap,Self-released,5.9
16286,I Wasn't Born to Lose You,Swervedriver,March 9 2015,Rock,Cobraside,7.0
16287,Blade of the Ronin,Cannibal Ox,March 10 2015,Rap,"iHipHop Distribution,IGC",6.7
16288,Shadow of the Sun,Moon Duo,March 4 2015,Rock,Sacred Bones,6.6
16289,Aureate Gloom,Of Montreal,March 4 2015,Rock,Polyvinyl,7.0
16290,After,Lady Lamb the Beekeeper,March 4 2015,Rock,Mom & Pop,7.4
16291,Faintly Lit,Rima Kato,March 4 2015,Rock,Flau,6.7
16292,The Republic,Sam Prekop,March 4 2015,Electronic,Thrill Jockey,7.4
16293,Skrillex and Diplo Present Jack Ü,,March 5 2015,,"Mad Decent,OWSLA",6.8
16294,Sixteen Chapel,Crookers,March 5 2015,Electronic,CIAO Recs,5.5
16295,Universal Coolers,Radical Dads,March 5 2015,Rock,Old Flame,7.2
16296,Valis,Mastery,March 5 2015,Metal,The Flenser,8.0
16297,Dance 4 a Dollar EP,"MNDR,Sweet Valley",February 27 2015,Electronic,Fool's Gold,5.9
16298,another eternity,Purity Ring,March 2 2015,Electronic,4AD,6.6
16299,O Shudder,Dutch Uncles,February 27 2015,Rock,Memphis Industries,7.0
16300,Chasing Yesterday,Noel Gallagher's High Flying Birds,March 2 2015,Rock,Sour Mash,5.9
16301,The Long Goodbye,An Autumn for Crippled Children,February 27 2015,,Wicker Man,7.4
16302,Lead Belly: The Smithsonian Folkways Collection,Lead Belly,March 2 2015,Folk/Country,Smithsonian Folkways,9.0
16303,Wool Sucking,EULA,March 2 2015,Rock,Famous Swords,7.2
16304,You're Better Than This,Pile,March 2 2015,Rock,Exploding in Sound,7.4
16305,Levon Vincent,Levon Vincent,March 3 2015,Electronic,Novel Sound,8.3
16306,Revisionist,Sannhet,March 3 2015,Metal,The Flenser,8.1
16307,Trickfinger,Trickfinger,April 15 2015,Electronic,Acid Test,5.9
16308,Infinite House,Ava Luna,April 15 2015,Rock,Western Vinyl,7.6
16309,Commissions II,Oneohtrix Point Never,April 16 2015,Experimental,Warp,8.0
16310,Sound & Color,Alabama Shakes,April 23 2015,Rock,ATO,8.1
16311,Edge of the Sun,Calexico,April 22 2015,Rock,"Anti-,City Slang",7.6
16312,Permanent Exile,Red Death,April 22 2015,Metal,Grave Mistake,7.5
16313,Verde EP,Tei Shi,April 22 2015,Pop/R&B,"Mom & Pop,Mermaid Avenue",7.0
16314,Your Good Fortune EP,Mavis Staples,April 24 2015,Pop/R&B,Anti-,6.8
16315,"Down Colorful Hill,Red House Painters,Red House Painters,Ocean Beach","Red House Painters,Red House Painters,Red House Painters,Red House Painters",May 6 2015,Rock,"4AD,4AD,4AD,4AD,4AD,4AD,4AD,4AD","8.2,9.0,7.9,8.4"
16316,Live at Carnegie Hall,Ryan Adams,April 27 2015,Rock,"Blue Note,Pax-Am",7.3
16317,California Nights,Best Coast,May 6 2015,Rock,Harvest,6.4
16318,You Should Be Here,Kehlani,May 6 2015,Pop/R&B,Self-released,7.4
16319,Jackie,Ciara,May 8 2015,Pop/R&B,Epic,6.8
16320,Michael Angelo,Michael Angelo,May 8 2015,Rock,"Anthology Recordings,Anthology Recordings",6.7
16321,Hairless Toys,Róisín Murphy,May 13 2015,Pop/R&B,PIAS,7.4
16322,Bush,Snoop Dogg,May 13 2015,Rap,Columbia,6.5
16323,Blossoming Decay,Noisem,May 15 2015,Metal,A389,8.0
16324,Brother I Prove You Wrong,Charles Cohen,May 15 2015,Experimental,Morphine,7.6
16325,Anxiety's Kiss,Coliseum,May 12 2015,Rock,Deathwish,7.9
16326,Visions,Jupiter Jax,May 15 2015,,100% Silk,6.9
16327,Boys,Crocodiles,May 15 2015,Rock,Zoo Music,5.6
16328,River,Daniel Bachman,May 19 2015,Folk/Country,Three Lobed,7.7
16329,Assembling,Two Sheds,May 27 2015,Rock,Crossbill,5.5
16330,Have a Nice Life,Murs,May 27 2015,Rap,Strange Music,6.3
16331,February 15 EP,Nao,May 22 2015,Pop/R&B,Little Tokyo,8.4
16332,"Oh Man, Cover the Ground",Shana Cleveland & the Sandcastles,May 27 2015,Rock,"Suicide Squeeze,Hairdo",7.3
16333,King Gucci,Gucci Mane,May 28 2015,Rap,Self-released,6.4
16334,Filth,Swans,May 28 2015,Rock,"Young God,Young God",8.1
16335,Qliphoth,Cloud Rat,May 28 2015,Rock,Halo of Flies,7.9
16336,At.Long.Last.A$AP,A$AP Rocky,May 29 2015,Rap,RCA,7.8
16337,Consumer Complaints,Shopping,May 28 2015,Rock,Fat Cat,7.3
16338,Frankie Knuckles: House Masters,,May 29 2015,,Defected,9.0
16339,Nature,Valet,May 28 2015,Electronic,Kranky,7.1
16340,English Graffiti,The Vaccines,May 29 2015,Rock,Columbia,6.3
16341,Noise Tape Self,Strategy,May 29 2015,Experimental,Further,7.8
16342,Square EP,Kosmo Kat,May 29 2015,Electronic,Faded Audio,7.1
16343,Algiers,Algiers,June 1 2015,Rock,Matador,7.7
16344,Before We Forgot How to Dream,SOAK,June 1 2015,Rock,Rough Trade,6.3
16345,In Colour,Jamie xx,June 1 2015,Electronic,Young Turks,9.3
16346,Aria of Vernal Tombs,Obsequiae,June 1 2015,Metal,20 Buck Spin,8.0
16347,Hysteria,Drainolith,June 1 2015,Experimental,NNA Tapes,7.5
16348,"How Big, How Blue, How Beautiful",Florence and the Machine,June 2 2015,Pop/R&B,Island,7.6
16349,Carnation,Daughn Gibson,June 2 2015,Folk/Country,Sub Pop,4.3
16350,Nozinja Lodge,Nozinja,June 2 2015,"Electronic,Global",Warp,6.9
16351,Love & Fear,Amir Alexander,June 2 2015,Electronic,Anunnaki Cartel,7.0
16352,Why Make Sense?,Hot Chip,May 20 2015,Electronic,Domino,7.3
16353,I Was Crossing a Bridge,Vito Ricci,May 19 2015,Experimental,Music From Memory,6.8
16354,Remember My Name,Lil Durk,June 2 2015,Rap,Def Jam,5.6
16355,Peace Is the Mission,Major Lazer,June 3 2015,"Global,Pop/R&B",Mad Decent,7.4
16356,The L-Shaped Man,Ceremony,May 20 2015,Rock,Matador,3.3
16357,Tundra,Lakker,May 20 2015,Electronic,R&S,7.8
16358,The Desired Effect,Brandon Flowers,May 20 2015,Rock,Island,5.6
16359,Last Year's Savage,Shilpa Ray,May 20 2015,Rock,Northern Spy,7.0
16360,Mutilator Defeated at Last,Thee Oh Sees,May 21 2015,Rock,Castle Face,7.8
16361,Platform,Holly Herndon,May 21 2015,Experimental,"4AD,Rvng Intl.",8.7
16362,Welcome Back to Milk,Du Blonde,May 21 2015,Rock,Mute,7.4
16363,True Colors,Zedd,May 21 2015,Electronic,Interscope,4.2
16364,Highlights,Tanlines,May 22 2015,Electronic,True Panther,5.8
16365,Holly Miranda,Holly Miranda,May 21 2015,Rock,Dangerbird,7.4
16366,A Shapeless Pool of Lovely Pale Colours Suspended in the Darkness,Smurphy,May 22 2015,Electronic,Leaving,7.9
16367,Fundamentals,Onra,May 22 2015,Electronic,All City,5.5
16368,Casino Life 2: Brown Bag Legend,French Montana,May 26 2015,Rap,Coke Boys,6.4
16369,Days With Dr. Yen Lo,Dr. Yen Lo,May 26 2015,Rap,Pavlov Institute,8.0
16370,"Recollected Ambient Works, Vol. 1: Bored of Excitement",Kid606,May 22 2015,Electronic,Tigerbeat6,6.9
16371,Multi-Love,Unknown Mortal Orchestra,May 26 2015,Rock,Jagjaguwar,7.1
16372,LO,Crosss,May 26 2015,Metal,Telephone Explosion,7.0
16373,UFO Rot,Tropical Trash,May 26 2015,Rock,"Load,Riot Season",7.2
16374,Music for Wood and Strings,Bryce Dessner,May 18 2015,Experimental,Brassland,6.8
16375,Remembering Mountains: Unheard Songs by Karen Dalton,,May 27 2015,,Tompkins Square,7.8
16376,What You Hear (Is What You Hear),Thomas Brinkmann,May 27 2015,Electronic,Editions Mego,6.9
16377,Ratchet,Shamir,May 18 2015,Pop/R&B,XL,8.3
16378,Peanut Butter,Joanna Gruesome,May 19 2015,Rock,"Slumberland,Turnstile,Fortuna Pop!",7.2
16379,In Plain Speech,Circuit Des Yeux,May 18 2015,Rock,Thrill Jockey,8.0
16380,Sol Invictus,Faith No More,May 19 2015,Rock,"Ipecac,Reclamation",6.0
16381,"Blues: The ""Dark Paintings"" of Mark Rothko",Loren Connors,May 18 2015,Folk/Country,"Family Vineyard,Family Vineyard",8.3
16382,Dumb Flesh,Blanck Mass,May 13 2015,Electronic,Sacred Bones,7.6
16383,1000 EP,Ben Khan,May 18 2015,Pop/R&B,Dirty Hit,6.2
16384,Hud Dreems,Knxwledge,May 13 2015,Rap,Stones Throw,7.2
16385,The Complete Cecil Taylor in Berlin '88,Cecil Taylor,May 19 2015,Jazz,"Destination: OUT,Destination: OUT",8.4
16386,Danger in the Club,Palma Violets,May 13 2015,Rock,Rough Trade,4.5
16387,Life of a Hot Boy 2: Real Trapper,Bankroll Fresh,May 14 2015,Rap,Self-released,6.4
16388,1000 Palms,Surfer Blood,May 11 2015,Rock,Joyful Noise,6.6
16389,"Rivington Não Rio,Forsyth Gardens EP","Prefuse 73,Prefuse 73",May 14 2015,Electronic,"Temporary Residence,Temporary Residence","7.8,7.4"
16390,Frozen Niagara Falls,Prurient,May 14 2015,Experimental,Profound Lore,8.5
16391,High on Tulsa Heat,John Moreland,May 14 2015,Folk/Country,Old Omens,7.0
16392,Send Two Sunsets,Gacha Bakradze,May 14 2015,Electronic,Apollo,7.1
16393,Simple Songs,Jim O’Rourke,May 15 2015,Experimental,Drag City,8.6
16394,Dark Bird Is Home,The Tallest Man on Earth,May 11 2015,Folk/Country,Dead Oceans,6.7
16395,"GRM Works,Pacific Tubular Waves / Immersion","Beatriz Ferreyra,Michel Redolfi",May 8 2015,Experimental,"Recollection GRM,Recollection GRM","7.3,7.5"
